day,hour,junction_id,is_rush_hour,is_weekend,weather_encoded,vehicle_count,congestion_level
6,19,J4,1,1,0,49,1
6,19,J5,1,1,0,57,1
6,20,J1,0,1,2,7,0
6,20,J2,0,1,2,9,0
6,20,J3,0,1,0,14,0
6,20,J4,0,1,2,11,0
6,20,J5,0,1,2,12,0
6,21,J1,0,1,0,13,0
6,21,J2,0,1,2,12,0
6,21,J3,0,1,2,7,0
6,21,J4,0,1,1,21,0
6,21,J5,0,1,1,16,0
6,22,J1,0,1,2,3,0
6,22,J2,0,1,2,2,0
6,22,J3,0,1,2,3,0
6,22,J4,0,1,0,9,0
6,22,J5,0,1,2,6,0
6,23,J1,0,1,2,10,0
6,23,J2,0,1,0,20,0
6,23,J3,0,1,2,16,0
6,23,J4,0,1,0,7,0
6,23,J5,0,1,2,0,0
7,0,J1,0,0,1,43,1
7,0,J2,0,0,1,39,1
7,0,J3,0,0,1,38,1
7,0,J4,0,0,1,36,1
7,0,J5,0,0,0,15,0
7,1,J1,0,0,0,22,0
7,1,J2,0,0,1,39,1
7,1,J3,0,0,0,20,0
7,1,J4,0,0,2,17,0
7,1,J5,0,0,1,35,1
7,2,J1,0,0,1,32,1
7,2,J2,0,0,2,23,0
7,2,J3,0,0,0,20,0
7,2,J4,0,0,0,22,0
7,2,J5,0,0,0,19,0
7,3,J1,0,0,1,30,1
7,3,J2,0,0,0,15,0
7,3,J3,0,0,1,40,1
7,3,J4,0,0,1,30,1
7,3,J5,0,0,1,39,1
7,4,J1,0,0,0,17,0
7,4,J2,0,0,1,40,1
7,4,J3,0,0,1,36,1
7,4,J4,0,0,0,16,0
7,4,J5,0,0,1,40,1
7,5,J1,0,0,0,18,0
7,5,J2,0,0,2,20,0
7,5,J3,0,0,0,15,0
7,5,J4,0,0,1,41,1
7,5,J5,0,0,2,25,0
7,6,J1,0,0,1,37,1
7,6,J2,0,0,0,16,0
7,6,J3,0,0,1,31,1
7,6,J4,0,0,2,20,0
7,6,J5,0,0,1,30,1
7,7,J1,0,0,1,34,1
7,7,J2,0,0,2,18,0
7,7,J3,0,0,1,37,1
7,7,J4,0,0,0,21,0
7,7,J5,0,0,2,22,0
7,8,J1,1,0,2,62,2
7,8,J2,1,0,2,65,2
7,8,J3,1,0,0,54,1
7,8,J4,1,0,1,93,2
7,8,J5,1,0,1,84,2
7,9,J1,1,0,2,67,2
7,9,J2,1,0,2,46,1
7,9,J3,1,0,0,54,1
7,9,J4,1,0,1,80,2
7,9,J5,1,0,2,81,2
7,10,J1,0,0,0,20,0
7,10,J2,0,0,2,20,0
7,10,J3,0,0,0,21,0
7,10,J4,0,0,2,19,0
7,10,J5,0,0,2,20,0
7,11,J1,0,0,2,23,0
7,11,J2,0,0,2,22,0
7,11,J3,0,0,2,24,0
7,11,J4,0,0,1,32,1
7,11,J5,0,0,1,40,1
7,12,J1,0,0,0,21,0
7,12,J2,0,0,2,19,0
7,12,J3,0,0,2,25,0
7,12,J4,0,0,0,24,0
7,12,J5,0,0,1,39,1
7,13,J1,0,0,2,24,0
7,13,J2,0,0,0,15,0
7,13,J3,0,0,2,22,0
7,13,J4,0,0,0,23,0
7,13,J5,0,0,2,24,0
7,14,J1,0,0,1,37,1
7,14,J2,0,0,0,15,0
7,14,J3,0,0,2,16,0
7,14,J4,0,0,0,15,0
7,14,J5,0,0,1,36,1
7,15,J1,0,0,0,21,0
7,15,J2,0,0,2,18,0
7,15,J3,0,0,1,42,1
7,15,J4,0,0,1,27,0
7,15,J5,0,0,2,18,0
7,16,J1,0,0,2,20,0
7,16,J2,0,0,2,22,0
7,16,J3,0,0,2,21,0
7,16,J4,0,0,1,34,1
7,16,J5,0,0,2,20,0
7,17,J1,1,0,2,66,2
7,17,J2,1,0,2,76,2
7,17,J3,1,0,2,62,2
7,17,J4,1,0,1,68,2
7,17,J5,1,0,2,57,1
7,18,J1,1,0,1,86,2
7,18,J2,1,0,2,74,2
7,18,J3,1,0,1,83,2
7,18,J4,1,0,2,57,1
7,18,J5,1,0,0,73,2
7,19,J1,1,0,2,63,2
7,19,J2,1,0,1,91,2
7,19,J3,1,0,0,55,1
7,19,J4,1,0,1,101,2
7,19,J5,1,0,1,88,2
7,20,J1,0,0,0,23,0
7,20,J2,0,0,1,37,1
7,20,J3,0,0,0,16,0
7,20,J4,0,0,2,24,0
7,20,J5,0,0,0,18,0
7,21,J1,0,0,0,25,0
7,21,J2,0,0,2,18,0
7,21,J3,0,0,2,18,0
7,21,J4,0,0,0,16,0
7,21,J5,0,0,1,37,1
7,22,J1,0,0,0,25,0
7,22,J2,0,0,0,15,0
7,22,J3,0,0,2,17,0
7,22,J4,0,0,1,42,1
7,22,J5,0,0,1,38,1
7,23,J1,0,0,1,34,1
7,23,J2,0,0,2,15,0
7,23,J3,0,0,0,25,0
7,23,J4,0,0,2,18,0
7,23,J5,0,0,2,15,0
8,0,J1,0,0,0,21,0
8,0,J2,0,0,0,15,0
8,0,J3,0,0,1,34,1
8,0,J4,0,0,2,19,0
8,0,J5,0,0,0,15,0
8,1,J1,0,0,1,43,1
8,1,J2,0,0,0,20,0
8,1,J3,0,0,1,42,1
8,1,J4,0,0,2,23,0
8,1,J5,0,0,1,35,1
8,2,J1,0,0,1,32,1
8,2,J2,0,0,0,20,0
8,2,J3,0,0,0,22,0
8,2,J4,0,0,2,19,0
8,2,J5,0,0,2,17,0
8,3,J1,0,0,0,20,0
8,3,J2,0,0,1,44,1
8,3,J3,0,0,0,17,0
8,3,J4,0,0,2,25,0
8,3,J5,0,0,1,39,1
8,4,J1,0,0,1,32,1
8,4,J2,0,0,2,16,0
8,4,J3,0,0,0,17,0
8,4,J4,0,0,1,33,1
8,4,J5,0,0,0,19,0
8,5,J1,0,0,1,35,1
8,5,J2,0,0,1,34,1
8,5,J3,0,0,2,24,0
8,5,J4,0,0,0,19,0
8,5,J5,0,0,2,20,0
8,6,J1,0,0,2,18,0
8,6,J2,0,0,0,25,0
8,6,J3,0,0,0,22,0
8,6,J4,0,0,1,33,1
8,6,J5,0,0,2,23,0
8,7,J1,0,0,2,19,0
8,7,J2,0,0,2,16,0
8,7,J3,0,0,2,19,0
8,7,J4,0,0,1,37,1
8,7,J5,0,0,0,17,0
8,8,J1,1,0,1,75,2
8,8,J2,1,0,1,83,2
8,8,J3,1,0,2,80,2
8,8,J4,1,0,0,72,2
8,8,J5,1,0,2,78,2
8,9,J1,1,0,0,68,2
8,9,J2,1,0,2,72,2
8,9,J3,1,0,0,83,2
8,9,J4,1,0,0,54,1
8,9,J5,1,0,2,60,2
8,10,J1,0,0,2,17,0
8,10,J2,0,0,0,20,0
8,10,J3,0,0,2,22,0
8,10,J4,0,0,0,25,0
8,10,J5,0,0,0,24,0
8,11,J1,0,0,1,34,1
8,11,J2,0,0,1,32,1
8,11,J3,0,0,0,23,0
8,11,J4,0,0,1,41,1
8,11,J5,0,0,0,23,0
8,12,J1,0,0,1,39,1
8,12,J2,0,0,2,15,0
8,12,J3,0,0,1,29,0
8,12,J4,0,0,2,18,0
8,12,J5,0,0,2,16,0
8,13,J1,0,0,0,21,0
8,13,J2,0,0,1,34,1
8,13,J3,0,0,0,16,0
8,13,J4,0,0,1,29,0
8,13,J5,0,0,1,29,0
8,14,J1,0,0,2,25,0
8,14,J2,0,0,1,36,1
8,14,J3,0,0,1,37,1
8,14,J4,0,0,0,25,0
8,14,J5,0,0,2,23,0
8,15,J1,0,0,0,25,0
8,15,J2,0,0,1,28,0
8,15,J3,0,0,2,21,0
8,15,J4,0,0,2,17,0
8,15,J5,0,0,2,18,0
8,16,J1,0,0,0,15,0
8,16,J2,0,0,1,42,1
8,16,J3,0,0,2,23,0
8,16,J4,0,0,1,39,1
8,16,J5,0,0,0,18,0
8,17,J1,1,0,1,72,2
8,17,J2,1,0,0,75,2
8,17,J3,1,0,0,80,2
8,17,J4,1,0,1,77,2
8,17,J5,1,0,0,48,1
8,18,J1,1,0,2,53,1
8,18,J2,1,0,2,66,2
8,18,J3,1,0,0,68,2
8,18,J4,1,0,1,80,2
8,18,J5,1,0,0,69,2
8,19,J1,1,0,0,65,2
8,19,J2,1,0,0,80,2
8,19,J3,1,0,1,92,2
8,19,J4,1,0,1,68,2
8,19,J5,1,0,2,64,2
8,20,J1,0,0,1,33,1
8,20,J2,0,0,0,23,0
8,20,J3,0,0,2,17,0
8,20,J4,0,0,2,25,0
8,20,J5,0,0,1,40,1
8,21,J1,0,0,0,20,0
8,21,J2,0,0,2,25,0
8,21,J3,0,0,1,38,1
8,21,J4,0,0,2,21,0
8,21,J5,0,0,1,31,1
8,22,J1,0,0,1,35,1
8,22,J2,0,0,1,31,1
8,22,J3,0,0,1,34,1
8,22,J4,0,0,0,23,0
8,22,J5,0,0,1,39,1
8,23,J1,0,0,2,17,0
8,23,J2,0,0,1,32,1
8,23,J3,0,0,0,20,0
8,23,J4,0,0,2,16,0
8,23,J5,0,0,1,31,1
9,0,J1,0,0,2,18,0
9,0,J2,0,0,0,19,0
9,0,J3,0,0,1,44,1
9,0,J4,0,0,2,15,0
9,0,J5,0,0,0,18,0
9,1,J1,0,0,2,25,0
9,1,J2,0,0,2,18,0
9,1,J3,0,0,1,33,1
9,1,J4,0,0,1,28,0
9,1,J5,0,0,0,16,0
9,2,J1,0,0,2,22,0
9,2,J2,0,0,0,24,0
9,2,J3,0,0,2,18,0
9,2,J4,0,0,1,36,1
9,2,J5,0,0,1,35,1
9,3,J1,0,0,1,43,1
9,3,J2,0,0,1,33,1
9,3,J3,0,0,1,40,1
9,3,J4,0,0,1,33,1
9,3,J5,0,0,1,33,1
9,4,J1,0,0,1,31,1
9,4,J2,0,0,2,18,0
9,4,J3,0,0,2,17,0
9,4,J4,0,0,0,19,0
9,4,J5,0,0,2,24,0
9,5,J1,0,0,2,21,0
9,5,J2,0,0,1,30,1
9,5,J3,0,0,1,34,1
9,5,J4,0,0,2,18,0
9,5,J5,0,0,1,43,1
9,6,J1,0,0,2,20,0
9,6,J2,0,0,1,42,1
9,6,J3,0,0,2,22,0
9,6,J4,0,0,1,32,1
9,6,J5,0,0,0,17,0
9,7,J1,0,0,2,23,0
9,7,J2,0,0,1,35,1
9,7,J3,0,0,2,15,0
9,7,J4,0,0,2,15,0
9,7,J5,0,0,0,25,0
9,8,J1,1,0,0,69,2
9,8,J2,1,0,1,72,2
9,8,J3,1,0,0,69,2
9,8,J4,1,0,0,59,1
9,8,J5,1,0,1,75,2
9,9,J1,1,0,2,75,2
9,9,J2,1,0,1,83,2
9,9,J3,1,0,0,70,2
9,9,J4,1,0,1,63,2
9,9,J5,1,0,2,61,2
9,10,J1,0,0,1,33,1
9,10,J2,0,0,2,25,0
9,10,J3,0,0,1,28,0
9,10,J4,0,0,0,23,0
9,10,J5,0,0,0,18,0
9,11,J1,0,0,0,24,0
9,11,J2,0,0,2,19,0
9,11,J3,0,0,1,35,1
9,11,J4,0,0,0,20,0
9,11,J5,0,0,1,41,1
9,12,J1,0,0,0,18,0
9,12,J2,0,0,1,36,1
9,12,J3,0,0,2,25,0
9,12,J4,0,0,0,16,0
9,12,J5,0,0,1,37,1
9,13,J1,0,0,2,22,0
9,13,J2,0,0,0,25,0
9,13,J3,0,0,0,17,0
9,13,J4,0,0,0,22,0
9,13,J5,0,0,1,40,1
9,14,J1,0,0,2,16,0
9,14,J2,0,0,2,15,0
9,14,J3,0,0,0,18,0
9,14,J4,0,0,2,24,0
9,14,J5,0,0,1,29,0
9,15,J1,0,0,0,25,0
9,15,J2,0,0,1,42,1
9,15,J3,0,0,2,15,0
9,15,J4,0,0,0,20,0
9,15,J5,0,0,0,18,0
9,16,J1,0,0,2,17,0
9,16,J2,0,0,2,21,0
9,16,J3,0,0,0,19,0
9,16,J4,0,0,0,24,0
9,16,J5,0,0,0,24,0
9,17,J1,1,0,1,89,2
9,17,J2,1,0,1,82,2
9,17,J3,1,0,2,73,2
9,17,J4,1,0,0,54,1
9,17,J5,1,0,0,72,2
9,18,J1,1,0,1,92,2
9,18,J2,1,0,1,84,2
9,18,J3,1,0,2,60,2
9,18,J4,1,0,1,75,2
9,18,J5,1,0,1,80,2
9,19,J1,1,0,2,72,2
9,19,J2,1,0,0,78,2
9,19,J3,1,0,1,84,2
9,19,J4,1,0,0,55,1
9,19,J5,1,0,1,89,2
9,20,J1,0,0,2,21,0
9,20,J2,0,0,1,31,1
9,20,J3,0,0,0,15,0
9,20,J4,0,0,1,37,1
9,20,J5,0,0,1,28,0
9,21,J1,0,0,0,17,0
9,21,J2,0,0,1,40,1
9,21,J3,0,0,2,23,0
9,21,J4,0,0,1,26,0
9,21,J5,0,0,0,20,0
9,22,J1,0,0,2,16,0
9,22,J2,0,0,2,24,0
9,22,J3,0,0,1,31,1
9,22,J4,0,0,1,37,1
9,22,J5,0,0,0,23,0
9,23,J1,0,0,0,24,0
9,23,J2,0,0,2,17,0
9,23,J3,0,0,2,21,0
9,23,J4,0,0,0,17,0
9,23,J5,0,0,1,33,1
10,0,J1,0,0,1,28,0
10,0,J2,0,0,0,21,0
10,0,J3,0,0,1,35,1
10,0,J4,0,0,1,31,1
10,0,J5,0,0,1,38,1
10,1,J1,0,0,1,43,1
10,1,J2,0,0,0,22,0
10,1,J3,0,0,0,17,0
10,1,J4,0,0,1,31,1
10,1,J5,0,0,1,40,1
10,2,J1,0,0,1,37,1
10,2,J2,0,0,1,44,1
10,2,J3,0,0,0,19,0
10,2,J4,0,0,1,37,1
10,2,J5,0,0,1,32,1
10,3,J1,0,0,1,34,1
10,3,J2,0,0,2,25,0
10,3,J3,0,0,1,37,1
10,3,J4,0,0,1,35,1
10,3,J5,0,0,1,31,1
10,4,J1,0,0,2,18,0
10,4,J2,0,0,2,23,0
10,4,J3,0,0,0,25,0
10,4,J4,0,0,2,15,0
10,4,J5,0,0,2,22,0
10,5,J1,0,0,2,18,0
10,5,J2,0,0,1,30,1
10,5,J3,0,0,1,42,1
10,5,J4,0,0,0,25,0
10,5,J5,0,0,1,32,1
10,6,J1,0,0,2,17,0
10,6,J2,0,0,2,21,0
10,6,J3,0,0,1,33,1
10,6,J4,0,0,2,22,0
10,6,J5,0,0,2,21,0
10,7,J1,0,0,2,23,0
10,7,J2,0,0,2,21,0
10,7,J3,0,0,2,15,0
10,7,J4,0,0,1,42,1
10,7,J5,0,0,2,16,0
10,8,J1,1,0,0,72,2
10,8,J2,1,0,2,71,2
10,8,J3,1,0,0,74,2
10,8,J4,1,0,0,73,2
10,8,J5,1,0,2,71,2
10,9,J1,1,0,1,92,2
10,9,J2,1,0,0,52,1
10,9,J3,1,0,0,69,2
10,9,J4,1,0,2,72,2
10,9,J5,1,0,0,64,2
10,10,J1,0,0,1,42,1
10,10,J2,0,0,2,23,0
10,10,J3,0,0,0,20,0
10,10,J4,0,0,0,22,0
10,10,J5,0,0,0,19,0
10,11,J1,0,0,1,27,0
10,11,J2,0,0,2,17,0
10,11,J3,0,0,1,34,1
10,11,J4,0,0,1,36,1
10,11,J5,0,0,1,37,1
10,12,J1,0,0,0,22,0
10,12,J2,0,0,2,22,0
10,12,J3,0,0,1,30,1
10,12,J4,0,0,0,16,0
10,12,J5,0,0,0,20,0
10,13,J1,0,0,2,16,0
10,13,J2,0,0,2,17,0
10,13,J3,0,0,2,18,0
10,13,J4,0,0,2,17,0
10,13,J5,0,0,2,17,0
10,14,J1,0,0,1,39,1
10,14,J2,0,0,1,34,1
10,14,J3,0,0,2,17,0
10,14,J4,0,0,0,25,0
10,14,J5,0,0,2,21,0
10,15,J1,0,0,1,34,1
10,15,J2,0,0,0,22,0
10,15,J3,0,0,2,21,0
10,15,J4,0,0,1,28,0
10,15,J5,0,0,0,19,0
10,16,J1,0,0,2,16,0
10,16,J2,0,0,2,16,0
10,16,J3,0,0,2,17,0
10,16,J4,0,0,1,33,1
10,16,J5,0,0,1,30,1
10,17,J1,1,0,2,79,2
10,17,J2,1,0,2,85,2
10,17,J3,1,0,1,89,2
10,17,J4,1,0,1,79,2
10,17,J5,1,0,1,98,2
10,18,J1,1,0,0,81,2
10,18,J2,1,0,2,74,2
10,18,J3,1,0,2,64,2
10,18,J4,1,0,2,54,1
10,18,J5,1,0,0,56,1
10,19,J1,1,0,0,55,1
10,19,J2,1,0,2,57,1
10,19,J3,1,0,1,79,2
10,19,J4,1,0,2,63,2
10,19,J5,1,0,0,70,2
10,20,J1,0,0,2,25,0
10,20,J2,0,0,0,23,0
10,20,J3,0,0,0,22,0
10,20,J4,0,0,1,29,0
10,20,J5,0,0,1,41,1
10,21,J1,0,0,0,20,0
10,21,J2,0,0,0,22,0
10,21,J3,0,0,0,18,0
10,21,J4,0,0,1,41,1
10,21,J5,0,0,2,22,0
10,22,J1,0,0,1,42,1
10,22,J2,0,0,1,39,1
10,22,J3,0,0,0,16,0
10,22,J4,0,0,2,15,0
10,22,J5,0,0,0,19,0
10,23,J1,0,0,0,19,0
10,23,J2,0,0,0,23,0
10,23,J3,0,0,1,34,1
10,23,J4,0,0,2,22,0
10,23,J5,0,0,2,23,0
11,0,J1,0,0,0,24,0
11,0,J2,0,0,0,19,0
11,0,J3,0,0,2,20,0
11,0,J4,0,0,2,15,0
11,0,J5,0,0,2,22,0
11,1,J1,0,0,2,18,0
11,1,J2,0,0,1,36,1
11,1,J3,0,0,0,19,0
11,1,J4,0,0,0,22,0
11,1,J5,0,0,1,31,1
11,2,J1,0,0,1,29,0
11,2,J2,0,0,0,24,0
11,2,J3,0,0,2,20,0
11,2,J4,0,0,2,24,0
11,2,J5,0,0,2,21,0
11,3,J1,0,0,0,24,0
11,3,J2,0,0,0,18,0
11,3,J3,0,0,0,15,0
11,3,J4,0,0,2,20,0
11,3,J5,0,0,2,19,0
11,4,J1,0,0,2,23,0
11,4,J2,0,0,0,20,0
11,4,J3,0,0,2,19,0
11,4,J4,0,0,1,38,1
11,4,J5,0,0,2,25,0
11,5,J1,0,0,0,17,0
11,5,J2,0,0,1,29,0
11,5,J3,0,0,2,17,0
11,5,J4,0,0,2,17,0
11,5,J5,0,0,0,17,0
11,6,J1,0,0,2,20,0
11,6,J2,0,0,0,25,0
11,6,J3,0,0,1,34,1
11,6,J4,0,0,2,25,0
11,6,J5,0,0,1,41,1
11,7,J1,0,0,1,33,1
11,7,J2,0,0,2,16,0
11,7,J3,0,0,1,37,1
11,7,J4,0,0,2,20,0
11,7,J5,0,0,1,37,1
11,8,J1,1,0,2,46,1
11,8,J2,1,0,2,69,2
11,8,J3,1,0,2,72,2
11,8,J4,1,0,0,78,2
11,8,J5,1,0,1,70,2
11,9,J1,1,0,1,72,2
11,9,J2,1,0,1,83,2
11,9,J3,1,0,2,79,2
11,9,J4,1,0,1,93,2
11,9,J5,1,0,0,58,1
11,10,J1,0,0,1,26,0
11,10,J2,0,0,0,22,0
11,10,J3,0,0,1,31,1
11,10,J4,0,0,0,17,0
11,10,J5,0,0,2,19,0
11,11,J1,0,0,0,19,0
11,11,J2,0,0,0,25,0
11,11,J3,0,0,1,30,1
11,11,J4,0,0,1,45,1
11,11,J5,0,0,0,15,0
11,12,J1,0,0,1,39,1
11,12,J2,0,0,2,18,0
11,12,J3,0,0,1,36,1
11,12,J4,0,0,2,16,0
11,12,J5,0,0,0,18,0
11,13,J1,0,0,1,28,0
11,13,J2,0,0,2,18,0
11,13,J3,0,0,2,25,0
11,13,J4,0,0,1,25,0
11,13,J5,0,0,2,20,0
11,14,J1,0,0,0,21,0
11,14,J2,0,0,2,17,0
11,14,J3,0,0,1,29,0
11,14,J4,0,0,1,27,0
11,14,J5,0,0,0,20,0
11,15,J1,0,0,1,31,1
11,15,J2,0,0,1,37,1
11,15,J3,0,0,2,17,0
11,15,J4,0,0,0,23,0
11,15,J5,0,0,2,15,0
11,16,J1,0,0,2,25,0
11,16,J2,0,0,0,22,0
11,16,J3,0,0,1,38,1
11,16,J4,0,0,2,17,0
11,16,J5,0,0,1,44,1
11,17,J1,1,0,1,86,2
11,17,J2,1,0,0,50,1
11,17,J3,1,0,2,74,2
11,17,J4,1,0,1,96,2
11,17,J5,1,0,0,56,1
11,18,J1,1,0,2,50,1
11,18,J2,1,0,2,73,2
11,18,J3,1,0,2,68,2
11,18,J4,1,0,2,55,1
11,18,J5,1,0,1,78,2
11,19,J1,1,0,2,57,1
11,19,J2,1,0,1,78,2
11,19,J3,1,0,1,71,2
11,19,J4,1,0,1,85,2
11,19,J5,1,0,2,73,2
11,20,J1,0,0,1,32,1
11,20,J2,0,0,1,40,1
11,20,J3,0,0,1,43,1
11,20,J4,0,0,0,22,0
11,20,J5,0,0,0,15,0
11,21,J1,0,0,2,16,0
11,21,J2,0,0,0,19,0
11,21,J3,0,0,0,15,0
11,21,J4,0,0,0,21,0
11,21,J5,0,0,2,19,0
11,22,J1,0,0,2,23,0
11,22,J2,0,0,1,37,1
11,22,J3,0,0,0,25,0
11,22,J4,0,0,2,23,0
11,22,J5,0,0,2,17,0
11,23,J1,0,0,1,30,1
11,23,J2,0,0,0,23,0
11,23,J3,0,0,0,17,0
11,23,J4,0,0,2,20,0
11,23,J5,0,0,1,44,1
12,0,J1,0,1,2,10,0
12,0,J2,0,1,0,12,0
12,0,J3,0,1,2,7,0
12,0,J4,0,1,0,15,0
12,0,J5,0,1,0,12,0
12,1,J1,0,1,2,14,0
12,1,J2,0,1,2,2,0
12,1,J3,0,1,0,12,0
12,1,J4,0,1,2,12,0
12,1,J5,0,1,1,25,0
12,2,J1,0,1,2,8,0
12,2,J2,0,1,1,19,0
12,2,J3,0,1,0,11,0
12,2,J4,0,1,1,31,1
12,2,J5,0,1,2,11,0
12,3,J1,0,1,0,10,0
12,3,J2,0,1,2,5,0
12,3,J3,0,1,1,32,1
12,3,J4,0,1,0,7,0
12,3,J5,0,1,2,1,0
12,4,J1,0,1,0,2,0
12,4,J2,0,1,0,13,0
12,4,J3,0,1,0,8,0
12,4,J4,0,1,1,20,0
12,4,J5,0,1,2,6,0
12,5,J1,0,1,0,8,0
12,5,J2,0,1,1,22,0
12,5,J3,0,1,2,6,0
12,5,J4,0,1,2,0,0
12,5,J5,0,1,0,15,0
12,6,J1,0,1,0,5,0
12,6,J2,0,1,1,25,0
12,6,J3,0,1,0,9,0
12,6,J4,0,1,0,8,0
12,6,J5,0,1,1,34,1
12,7,J1,0,1,0,8,0
12,7,J2,0,1,2,6,0
12,7,J3,0,1,2,5,0
12,7,J4,0,1,0,16,0
12,7,J5,0,1,0,15,0
12,8,J1,1,1,1,65,2
12,8,J2,1,1,2,49,1
12,8,J3,1,1,0,59,1
12,8,J4,1,1,1,82,2
12,8,J5,1,1,0,46,1
12,9,J1,1,1,1,71,2
12,9,J2,1,1,2,37,1
12,9,J3,1,1,2,61,2
12,9,J4,1,1,2,64,2
12,9,J5,1,1,2,71,2
12,10,J1,0,1,1,25,0
12,10,J2,0,1,2,10,0
12,10,J3,0,1,1,22,0
12,10,J4,0,1,0,17,0
12,10,J5,0,1,0,9,0
12,11,J1,0,1,0,10,0
12,11,J2,0,1,1,33,1
12,11,J3,0,1,1,20,0
12,11,J4,0,1,1,24,0
12,11,J5,0,1,0,4,0
12,12,J1,0,1,2,1,0
12,12,J2,0,1,0,7,0
12,12,J3,0,1,0,12,0
12,12,J4,0,1,1,38,1
12,12,J5,0,1,1,22,0
12,13,J1,0,1,1,27,0
12,13,J2,0,1,0,16,0
12,13,J3,0,1,0,9,0
12,13,J4,0,1,0,13,0
12,13,J5,0,1,0,13,0
12,14,J1,0,1,1,30,1
12,14,J2,0,1,0,10,0
12,14,J3,0,1,1,22,0
12,14,J4,0,1,0,7,0
12,14,J5,0,1,0,14,0
12,15,J1,0,1,0,17,0
12,15,J2,0,1,0,17,0
12,15,J3,0,1,1,19,0
12,15,J4,0,1,1,26,0
12,15,J5,0,1,1,25,0
12,16,J1,0,1,1,25,0
12,16,J2,0,1,2,10,0
12,16,J3,0,1,0,4,0
12,16,J4,0,1,1,25,0
12,16,J5,0,1,0,13,0
12,17,J1,1,1,1,67,2
12,17,J2,1,1,2,45,1
12,17,J3,1,1,0,54,1
12,17,J4,1,1,2,63,2
12,17,J5,1,1,2,57,1
12,18,J1,1,1,1,59,1
12,18,J2,1,1,0,36,1
12,18,J3,1,1,1,65,2
12,18,J4,1,1,0,50,1
12,18,J5,1,1,0,40,1
12,19,J1,1,1,0,57,1
12,19,J2,1,1,0,51,1
12,19,J3,1,1,1,71,2
12,19,J4,1,1,2,66,2
12,19,J5,1,1,2,38,1
12,20,J1,0,1,1,26,0
12,20,J2,0,1,1,19,0
12,20,J3,0,1,0,4,0
12,20,J4,0,1,0,9,0
12,20,J5,0,1,0,14,0
12,21,J1,0,1,0,13,0
12,21,J2,0,1,2,13,0
12,21,J3,0,1,0,12,0
12,21,J4,0,1,2,9,0
12,21,J5,0,1,2,6,0
12,22,J1,0,1,1,33,1
12,22,J2,0,1,0,9,0
12,22,J3,0,1,1,26,0
12,22,J4,0,1,2,13,0
12,22,J5,0,1,1,23,0
12,23,J1,0,1,1,22,0
12,23,J2,0,1,0,8,0
12,23,J3,0,1,2,8,0
12,23,J4,0,1,0,19,0
12,23,J5,0,1,1,31,1
13,0,J1,0,1,2,14,0
13,0,J2,0,1,0,9,0
13,0,J3,0,1,0,5,0
13,0,J4,0,1,1,23,0
13,0,J5,0,1,1,13,0
13,1,J1,0,1,2,10,0
13,1,J2,0,1,2,12,0
13,1,J3,0,1,0,9,0
13,1,J4,0,1,0,14,0
13,1,J5,0,1,1,21,0
13,2,J1,0,1,1,23,0
13,2,J2,0,1,1,26,0
13,2,J3,0,1,2,5,0
13,2,J4,0,1,1,29,0
13,2,J5,0,1,0,15,0
13,3,J1,0,1,0,14,0
13,3,J2,0,1,0,9,0
13,3,J3,0,1,0,14,0
13,3,J4,0,1,0,6,0
13,3,J5,0,1,2,17,0
13,4,J1,0,1,0,14,0
13,4,J2,0,1,2,3,0
13,4,J3,0,1,1,37,1
13,4,J4,0,1,1,23,0
13,4,J5,0,1,1,26,0
13,5,J1,0,1,2,10,0
13,5,J2,0,1,1,30,1
13,5,J3,0,1,0,9,0
13,5,J4,0,1,1,28,0
13,5,J5,0,1,0,15,0
13,6,J1,0,1,0,5,0
13,6,J2,0,1,1,29,0
13,6,J3,0,1,1,22,0
13,6,J4,0,1,0,18,0
13,6,J5,0,1,1,15,0
13,7,J1,0,1,1,26,0
13,7,J2,0,1,2,7,0
13,7,J3,0,1,2,8,0
13,7,J4,0,1,0,11,0
13,7,J5,0,1,1,15,0
13,8,J1,1,1,1,70,2
13,8,J2,1,1,1,76,2
13,8,J3,1,1,0,37,1
13,8,J4,1,1,2,47,1
13,8,J5,1,1,2,43,1
13,9,J1,1,1,1,85,2
13,9,J2,1,1,2,72,2
13,9,J3,1,1,1,66,2
13,9,J4,1,1,2,69,2
13,9,J5,1,1,2,58,1
13,10,J1,0,1,1,23,0
13,10,J2,0,1,0,8,0
13,10,J3,0,1,1,17,0
13,10,J4,0,1,0,2,0
13,10,J5,0,1,2,11,0
13,11,J1,0,1,2,10,0
13,11,J2,0,1,1,30,1
13,11,J3,0,1,1,23,0
13,11,J4,0,1,0,10,0
13,11,J5,0,1,2,5,0
13,12,J1,0,1,1,29,0
13,12,J2,0,1,2,2,0
13,12,J3,0,1,0,2,0
13,12,J4,0,1,1,29,0
13,12,J5,0,1,1,23,0
13,13,J1,0,1,2,8,0
13,13,J2,0,1,0,12,0
13,13,J3,0,1,1,22,0
13,13,J4,0,1,2,4,0
13,13,J5,0,1,1,22,0
13,14,J1,0,1,2,7,0
13,14,J2,0,1,1,19,0
13,14,J3,0,1,1,27,0
13,14,J4,0,1,0,9,0
13,14,J5,0,1,1,26,0
13,15,J1,0,1,2,13,0
13,15,J2,0,1,2,12,0
13,15,J3,0,1,1,24,0
